,table,field,field_after_change,is_closed
4274,InstancesTable,SuspensionReason,Suspension Reason,0
4275,InstancesTable,BlockingBookmarks,Blocking Bookmarks,0
4276,InstancesTable,LastMachineRunOn,Last Machine Run On,0
4277,InstancesTable,ExecutionStatus,Execution Status,0
4278,InstancesTable,IsInitialized,Is Initialized,0
4279,InstancesTable,IsReadyToRun,Is Ready To Run,0
4280,InstancesTable,IsCompleted,Is Completed,0
4281,SqlWorkflowInstanceStoreVersionTable,Major,Major,0
4282,SqlWorkflowInstanceStoreVersionTable,Minor,Minor,0
4283,SqlWorkflowInstanceStoreVersionTable,Build,Build,0
4284,SqlWorkflowInstanceStoreVersionTable,Revision,Revision,0
4285,ServiceDeploymentsTable,ServiceDeploymentHash,Service Deployment Hash,0
4286,ServiceDeploymentsTable,SiteName,Site Name,0
4287,ServiceDeploymentsTable,RelativeServicePath,Relative Service Path,0
4288,ServiceDeploymentsTable,RelativeApplicationPath,Relative Application Path,0
4289,ServiceDeploymentsTable,ServiceNamespace,Service Namespace,0
4290,InstancePromotedPropertiesTable,PromotionName,Promotion Name,0
4291,RunnableInstancesTable,RunnableTime,Runnable Time,0
4292,pay_PersonnelSalaryPaymentBank_981017,PersonnelDetailsGuid,Personnel Details Guid,0
4293,pay_PersonnelSalaryPaymentBank_981017,MidPeriodTemplatesID,Mid Period Templates ID,1
4294,pay_PersonnelSalaryPaymentBank_981017,SalaryPaymentBankID,Salary Payment Bank ID,1
4295,pay_PersonnelSalaryPaymentBank_981017,SalaryPaymentBankAccountNo,Salary Payment Bank Account No,0
4296,pay_PersonnelSalaryPaymentBank_981017,TaxGroupID,Tax Group ID,1
4297,pay_PersonnelSalaryPaymentBank_981017,WorkShopGuid,Work Shop Guid,0
4298,pay_DebtsReportSettingDetails,DebtsReportSettingID,Debts Report Setting ID,1
4299,pay_DebtsReportSettingDetails,DebtsInfo,Debts Info,0
4300,pay_DebtsReportSettingDetails,HybridColumnID,Hybrid Column ID,1
4301,pay_DebtsReportSettingDetails,ReportItemNature,Report Item Nature,0
4302,pay_PayrollTemplateItems,PayrollTemplateID,Payroll Template ID,1
4303,pay_PayrollTemplateItems,TaxEffective,Tax Effective,0
4304,pay_PayrollTemplateItems,InsuranceEffective,Insurance Effective,0
4305,pay_PayrollTemplateItems,RetirementEffective,Retirement Effective,0
4306,pay_PayrollTemplateItems,FirstMonthDueEffective,First Month Due Effective,0
4307,pay_PayrollTemplateItems,ExhibitiveGroupingLabelID,Exhibitive Grouping Label ID,1
4308,pay_ChangesTrack,EffectiveYear,Effective Year,0
4309,pay_ChangesTrack,EffectiveWorkingPeriodIndex,Effective Working Period Index,0
4310,pay_ChangesTrack,IsApplied,Is Applied,0
4311,pay_RetirementDiskSettingDetails,RetirementDiskSettingID,Retirement Disk Setting ID,1
4312,pay_PayrollTemplates,TaxTypeID,Tax Type ID,1
4313,pay_PayrollTemplates,AnnualRightTypeID,Annual Right Type ID,1
4314,pay_PayrollTemplates,HandselTypeID,Handsel Type ID,1
4315,pay_PayrollTemplates,LeaveBuyTypeID,Leave Buy Type ID,1
4316,pay_PayrollTemplates,RoundingTypeID,Rounding Type ID,1
4317,pay_PayrollTemplates,MinimumPaymentTypeGuid,Minimum Payment Type Guid,0
4318,pay_PayrollTemplates,PreventCalculateLoan,Prevent Calculate Loan,0
4319,pay_PayrollTemplates,PreventCalculateSaving,Prevent Calculate Saving,0
4320,pay_PayrollTemplates,PreventCalculateInfrequentPayment,Prevent Calculate Infrequent Payment,0
4321,pay_PayrollTemplates,PreventCalculateExternalPayment,Prevent Calculate External Payment,0
4322,pay_PayrollTemplates,PreventCalculateMission,Prevent Calculate Mission,0
4323,pay_PayrollTemplates,PostProcessItemGroupID,Post Process Item Group ID,1
4324,pay_PayrollTemplates,ItemGroupID,Item Group ID,1
4325,pay_PayrollTemplates,PreventCalculatePeriodicPayment,Prevent Calculate Periodic Payment,0
4326,pay_PayrollTemplates,PreventCalculate,Prevent Calculate,0
4327,pay_PayrollTemplates,PreventLeaveRedemption,Prevent Leave Redemption,0
4328,pay_RetirementDiskSettings,RetirementDiskFormat,Retirement Disk Format,0
4329,pay_DynamicReportsPersonnelInfoTemplateDetails,PersonnelInfoTemplateID,Personnel Info Template ID,1
4330,pay_DynamicReportsPersonnelInfoTemplateDetails,FieldID,Field ID,1
4331,pay_DynamicReportsPersonnelInfoTemplateDetails,SortOrder,Sort Order,0
4332,pay_Bookmarks,RelatedTemplateFileType,Related Template File Type,0
4333,pay_Bookmarks,RoundAmount,Round Amount,0
4334,pay_AnnualRightTypes,DaysPerYear,Days Per Year,0
4335,pay_AnnualRightTypes,NumberOfMonthsSalaryPerYear,Number Of Months Salary Per Year,0
4336,pay_AnnualRightTypes,NumberOfYearsPerYear,Number Of Years Per Year,0
4337,pay_CalculationCommandQueueDetails,CommandQueueID,Command Queue ID,1
4338,pay_CalculationCommandQueueDetails,ExceptionMessage,Exception Message,0
4339,pay_CalculationCommandQueueDetails,ExceptionType,Exception Type,0
4340,pay_AdvancDynamicReportColumns,AdvancDynamicReportId,Advanc Dynamic Report Id,0
4341,pay_AdvancDynamicReportColumns,DisplayAsTime,Display As Time,0
4342,pay_AdvancDynamicReportColumns,SystemType,System Type,0
4343,pay_MissionFactors,SalarySlipCaption,Salary Slip Caption,0
4344,pay_DynamicReportColumns,DynamicReportID,Dynamic Report ID,1
4345,pay_DynamicReportColumns,Absolute_Old,Absolute Old,0
4346,pay_DynamicReportColumns,Original,Original,0
4347,pay_DynamicReportColumns,Recalculated,Recalculated,0
4348,pay_DynamicReportColumns,Difference,Difference,0
4349,pay_payrollCalculationResults_BeforeSparseColumns,PayrollCalculationID,Payroll Calculation ID,1
4350,pay_PersonnelDetails,SalaryPaymentBankCardNo,Salary Payment Bank Card No,0
4351,pay_PersonnelDetails,SubOrdinate1,Sub Ordinate,0
4352,pay_PersonnelDetails,ExecutiveOrganGuid,Executive Organ Guid,0
4353,pay_PersonnelDetails,JobCode,Job Code,0
4354,pay_PersonnelDetails,FinancialVoucherTemplateGroupID,Financial Voucher Template Group ID,1
4355,pay_PersonnelDetails,FundChangeDate,Fund Change Date,0
4356,pay_CalculationCallDurations,MethodType,Method Type,0
4357,pay_CalculationCallDurations,MethodName,Method Name,0
4358,pay_MissionExtractionFactors,FactorID,Factor ID,1
4359,pay_MissionExtractionFactors,FactorSequenceNo,Factor Sequence No,0
4360,pay_DynamicReportHybridColumnElements,DynamicReportHybridColumnID,Dynamic Report Hybrid Column ID,1
4361,pay_MissionTypes,PersonnelSystemMissionTypeID,Personnel System Mission Type ID,1
4362,pay_MissionTypes,HasTaxEffective,Has Tax Effective,0
4363,pay_MissionTypes,HasInsuranceEffective,Has Insurance Effective,0
4364,pay_MissionTypes,PersonnelSystemMissionTypeGuid,Personnel System Mission Type Guid,0
4365,pay_MissionTypes,ShowMissionDaysInSalarySlipCaption,Show Mission Days In Salary Slip Caption,0
4366,pay_MissionTypes,ShowMissionDestinationTitleInSalarySlipCaption,Show Mission Destination Title In Salary Slip Caption,0
4367,pay_MissionTypes,DaysFactorSequenceNo,Days Factor Sequence No,0
4368,pay_MissionTypes,OrginalFactorSequenceNo,Orginal Factor Sequence No,0
4369,pay_MissionTypes,OrginalDaysFactorSequenceNo,Orginal Days Factor Sequence No,0
4370,pay_ReportDiskGenerators,SecurityGUID1,Security,1
4371,pay_ReportDiskGenerators,UserIP,User IP,0
4372,pay_ReportDiskGenerators,InsuranceTypeIDs,Insurance Type Ds,1
4373,pay_ReportDiskGenerators,PersonnelBaseIDs,Personnel Base Ds,1
4374,pay_ReportDiskGenerators,DiskType,Disk Type,0
4375,pay_Savings_Back,SavingTypeID,Saving Type ID,1
4376,pay_Savings_Back,EmployeeStartSavedAmount,Employee Start Saved Amount,0
4377,pay_Savings_Back,StartSavedWorkingPeriods,Start Saved Working Periods,0
4378,pay_Savings_Back,PayrollCalculationCommandType,Payroll Calculation Command Type,0
4379,pay_Savings_Back,WorkingPeriodSavingAmountForEmployer,Working Period Saving Amount For Employer,0
4380,pay_Savings_Back,EmployerStartSavedAmount,Employer Start Saved Amount,0
4381,pay_TreasuryMinistryDiskDetails,TreasuryMinistryDiskID,Treasury Ministry Disk ID,1
4382,pay_TreasuryMinistryDiskDetails,BirthYear,Birth Year,0
4383,pay_TreasuryMinistryDiskDetails,YearWorkHistory,Year Work History,0
4384,pay_TreasuryMinistryDiskDetails,MaritalStatus,Marital Status,0
4385,pay_TreasuryMinistryDiskDetails,EmploymentType,Employment Type,0
4386,pay_TreasuryMinistryDiskDetails,EducationLevel,Education Level,0
4387,pay_TreasuryMinistryDiskDetails,PersionCode,Persion Code,0
4388,pay_TreasuryMinistryDiskDetails,InsuranceCode,Insurance Code,0
4389,pay_TreasuryMinistryDiskDetails,Column1,Column,0
4390,pay_TreasuryMinistryDiskDetails,BankBranchTitle,Bank Branch Title,0
4391,pay_TreasuryMinistryDiskDetails,BankBranchCode,Bank Branch Code,0
4392,pay_TreasuryMinistryDiskDetails,WorkshopTitle,Workshop Title,0
4393,pay_TreasuryMinistryDiskDetails,SocialSecurityInsuranceBranchesTitle,Social Security Insurance Branches Title,0
4394,pay_MidPeriodTemplateDetails,MidPeriodTemplateID,Mid Period Template ID,1
4395,pay_MidPeriodTemplateDetails,DetailID,Detail ID,1
4396,pay_SavingItems_Back,SavingID,Saving ID,1
4397,pay_SavingItems_Back,StartOfPaymentYear,Start Of Payment Year,0
4398,pay_SavingItems_Back,StartOfPaymentWorkingPeriodID,Start Of Payment Working Period ID,1
4399,pay_SavingItems_Back,SavingDefinitionType,Saving Definition Type,0
4400,pay_SavingItems_Back,EmployerSavingFormulaID,Employer Saving Formula ID,1
4401,pay_SavingItems_Back,EmployeeSavingFormulaID,Employee Saving Formula ID,1
4402,pay_SavingItems_Back,WorkingPeriodSavingAmountForEmployee,Working Period Saving Amount For Employee,0
4403,pay_SavingItems_Back,EmployerAccountNo,Employer Account No,0
4404,pay_RetirementTypeCalcs,RetirementTypeFactorID,Retirement Type Factor ID,1
4405,pay_RetirementTypeCalcs,RetirementTypeDetailID,Retirement Type Detail ID,1
4406,pay_DynamicReports,GroupColumnType_Old,Group Column Type Old,0
4407,pay_DynamicReports,GroupColumnKey_Old,Group Column Key Old,0
4408,pay_DynamicReports,GroupDirection_Old,Group Direction Old,0
4409,pay_DynamicReports,SortColumnType_Old,Sort Column Type Old,0
4410,pay_DynamicReports,SortColumnKey_Old,Sort Column Key Old,0
4411,pay_DynamicReports,SortDirection_Old,Sort Direction Old,0
4412,pay_DynamicReports,ReportTemplateID,Report Template ID,1
4413,pay_DynamicReports,ReportGroupID,Report Group ID,1
4414,pay_DynamicReports,Backpayable,Backpayable,0
4415,pay_DynamicReports,BackpayDetails,Backpay Details,0
4416,pay_DynamicReports,TemplateFileBody,Template File Body,0
4417,pay_FinancialVoucherExcelSettingDetails,FinancialVoucherExcelSettingID,Financial Voucher Excel Setting ID,1
4418,pay_RetirementTypeDetails,LimitType,Limit Type,0
4419,pay_RetirementTypeDetails,Limit29Days,Limit Days,0
4420,pay_BudgetItems,BudgetTemplateHeaderGuid,Budget Template Header Guid,0
4421,pay_BudgetItems,BudgetItemTypeGuid,Budget Item Type Guid,0
4422,pay_BudgetItems,BudgetParameterGroupGuid,Budget Parameter Group Guid,0
4423,pay_AnnualRightTypeFactorDetails,AnnualRightTypeFactorID,Annual Right Type Factor ID,1
4424,pay_AnnualRightTypeFactorDetails,AnnualRightTypeDetailID,Annual Right Type Detail ID,1
4425,pay_AnnualRightTypeFactorDetails,FormulaID,Formula ID,1
4426,pay_FinancialSettingAdditionalFields,FinancialSettingID,Financial Setting ID,1
4427,pay_FinancialSettingAdditionalFields,FieldValue,Field Value,0
4428,pay_BudgetItemDetails,HybridItemID,Hybrid Item ID,1
4429,pay_BudgetItemDetails,BudgetItemGuid,Budget Item Guid,0
4430,pay_VoucherSignatures,VoucherSignatureSetID,Voucher Signature Set ID,1
4431,pay_FinancialSettingDetails,DebitArticleType,Debit Article Type,0
4432,pay_FinancialSettingDetails,DebitAccountCode,Debit Account Code,0
4433,pay_FinancialSettingDetails,DebitSummarizationGroup,Debit Summarization Group,0
4434,pay_FinancialSettingDetails,DebitDescription,Debit Description,0
4435,pay_FinancialSettingDetails,CreditArticleType,Credit Article Type,0
4436,pay_FinancialSettingDetails,CreditAccountCode,Credit Account Code,0
4437,pay_FinancialSettingDetails,CreditSummarizationGroup,Credit Summarization Group,0
4438,pay_FinancialSettingDetails,CreditDescription,Credit Description,0
4439,pay_AnnualRightTypeFactors,InitialDeployment,Initial Deployment,0
4440,pay_AnnualRightTypeFactors,Storage,Storage,0
4441,pay_AnnualRightTypeFactors,Payment,Payment,0
4442,pay_FinancialSettings,MaximumVoucherArticle,Maximum Voucher Article,0
4443,pay_CalculationSummaryRounding,Invalid,Invalid,0
4444,pay_CalculationSummaryRounding,ParentCalculationSummaryRoundingID,Parent Calculation Summary Rounding ID,1
4445,pay_FinancialVouchers,InsertType,Insert Type,0
4446,pay_FinancialVouchers,FinancialVoucherTypeID,Financial Voucher Type ID,1
4447,pay_FinancialVouchers,ExcelSettingID,Excel Setting ID,1
4448,pay_RetirementTypeFactors,BackPayable,Back Payable,0
4449,pay_RetirementTypeFactors,Reversible,Reversible,0
4450,pay_RetirementTypeFactors,FirstMonthDue,First Month Due,0
4451,pay_AnnualRightCalculateReasons,CalculateReasonType,Calculate Reason Type,0
4452,pay_HandselDiskItems,PayrollItemExpression,Payroll Item Expression,0
4453,pay_PayrollCalculationRoundingAmounts,CalculationSummaryRoundingID,Calculation Summary Rounding ID,1
4454,pay_PayrollCalculationRoundingAmounts,RecentBalance,Recent Balance,0
4455,pay_PayrollCalculationRoundingAmounts,CurrentBalance,Current Balance,0
4456,pay_FinancialVoucherCalculations,FinancialVoucherTemplateGuid,Financial Voucher Template Guid,0
4457,pay_FinancialVoucherCalculations,FinancialVoucherGuid,Financial Voucher Guid,0
4458,pay_ExcelSheetTemplateColumns,ExcelSheetTemplateRecordID,Excel Sheet Template Record ID,1
4459,pay_TaxTypeNonCashCouponFactors,TaxTypeDetailID,Tax Type Detail ID,1
4460,pay_TaxTypeNonCashCouponFactors,YearIncome,Year Income,0
4461,pay_TaxTypeNonCashCouponFactors,TaxPercent,Tax Percent,0
4462,pay_FinancialVoucherTemplateGroups,FinancialExcelSettingID,Financial Excel Setting ID,1
4463,pay_AnnualRightCommands,CommandDate,Command Date,0
4464,pay_AnnualRightCommands,CalculateReasonID,Calculate Reason ID,1
4465,pay_AnnualRightVoucherTemplateGroupsDetails,AnnualRightVoucherTemplateGroupID,Annual Right Voucher Template Group ID,1
4466,pay_AnnualRightVoucherTemplateGroupsDetails,AnnualRightVoucherTypeID,Annual Right Voucher Type ID,1
4467,pay_AnnualRightVoucherTemplateGroupsDetails,AnnualRightVoucherTemplateGuid,Annual Right Voucher Template Guid,0
4468,pay_TimekeeperRecordValues,TimekeeperRecordID,Timekeeper Record ID,1
4469,pay_RoundingTypes,RoundingDigitCount,Rounding Digit Count,0
4470,pay_RoundingTypes,RecentBalanceSalarySlipCaption,Recent Balance Salary Slip Caption,0
4471,pay_RoundingTypes,CurrentBalanceSalarySlipCaption,Current Balance Salary Slip Caption,0
4472,pay_RoundingTypes,RecentFactorSequenceNo,Recent Factor Sequence No,0
4473,pay_RoundingTypes,CurrentFactorSequenceNo,Current Factor Sequence No,0
4474,pay_RoundingTypes,OrginalCurrentFactorSequenceNo,Orginal Current Factor Sequence No,0
4475,pay_RoundingTypes,OrginalRecentFactorSequenceNo,Orginal Recent Factor Sequence No,0
4476,pay_FinancialVoucherTemplateGroupsDetails,BudgetItemTemplateGuid,Budget Item Template Guid,0
4477,pay_AnnualRights,AnnualRightCommandID,Annual Right Command ID,1
4478,pay_AnnualRights,LatestDecreeGuid,Latest Decree Guid,0
4479,pay_AnnualRights,LatestCostCenterGuid,Latest Cost Center Guid,0
4480,pay_AnnualRights,LatestEmploymentTypeID,Latest Employment Type ID,1
4481,pay_SavingFormulaCalcs,SavingFormulaID,Saving Formula ID,1
4482,pay_AnnualRightDetails,AnnualRightID,Annual Right ID,1
4483,pay_AnnualRightDetails,FactoID,Facto ID,1
4484,pay_Items,ItemCatagoryID,Item Catagory ID,1
4485,pay_Items,UsableInSalarySlip,Usable In Salary Slip,0
4486,pay_Items,SummarizeInSalarySlip,Summarize In Salary Slip,0
4487,pay_Items,DisplayCategoryGuid,Display Category Guid,0
4488,pay_Items,ShowInPayrollVoucher,Show In Payroll Voucher,0
4489,pay_Items,UsableInSalarySlipPrintable,Usable In Salary Slip Printable,0
4490,pay_AnnualRightOperationalUnits,OperationUnitID,Operation Unit ID,1
4491,pay_SavingItems,EmployeeSavedAmount,Employee Saved Amount,0
4492,pay_SavingItems,EmployerSavedAmount,Employer Saved Amount,0
4493,pay_PersonnelWorkshopDetails,StartWorkingDate,Start Working Date,0
4494,pay_PersonnelWorkshopDetails,EndWorkingDate,End Working Date,0
4495,pay_WorkingPeriodLocks,CalCulationTypeIds,Cal Culation Type Ids,0
4496,pay_Savings,EmployeeAccountNo,Employee Account No,0
4497,pay_Savings,SavingLimitation,Saving Limitation,0
4498,pay_Savings,EmployeeIBAN,Employee IN,0
4499,pay_Savings,EmployerIBAN,Employer IN,0
4500,pay_HandselTypes,LiquidationWorkingPeriodID,Liquidation Working Period ID,1
4501,pay_HandselTypes,Limit,Limit,0
4502,pay_ExternalServiceItemSettings,ItemSequenceNo1,Item Sequence No,0
4503,pay_VoucherTemplateMappers,PayrolVoucherTemplateGuid,Payrol Voucher Template Guid,0
4504,pay_TaxGroups,TaxFileNo,Tax File No,0
4505,pay_TaxGroups,TaxGroupCode,Tax Group Code,0
4506,pay_TaxGroups,OrganizationTaxGroupType,Organization Tax Group Type,0
4507,pay_TaxGroups,PayerPersonType,Payer Person Type,0
4508,pay_TaxGroups,PayerName,Payer Name,0
4509,pay_TaxGroups,FirstAllowedOwnerSSN,First Allowed Owner SN,0
4510,pay_TaxGroups,FirstAllowedOwnerFirstName,First Allowed Owner First Name,1
4511,pay_TaxGroups,FirstAllowedOwnerLastName,First Allowed Owner Last Name,1
4512,pay_TaxGroups,FirstAllowedOwnerStaff,First Allowed Owner Staff,0
4513,pay_TaxGroups,SecondAllowedOwnerSSN,Second Allowed Owner SN,0
4514,pay_TaxGroups,SecondAllowedOwnerFirstName,Second Allowed Owner First Name,1
4515,pay_TaxGroups,SecondAllowedOwnerLastName,Second Allowed Owner Last Name,1
4516,pay_TaxGroups,SecondAllowedOwnerStaff,Second Allowed Owner Staff,0
4517,pay_SavingTypes,DefaultWorkingPeriodSavingAmountForEmployer,Default Working Period Saving Amount For Employer,0
4518,pay_SavingTypes,DefaultWorkingPeriodSavingAmountForEmployee,Default Working Period Saving Amount For Employee,0
4519,pay_SavingTypes,EmployeeFactorSequenceNo,Employee Factor Sequence No,0
4520,pay_SavingTypes,EmployerFactorSequenceNo,Employer Factor Sequence No,0
4521,pay_SavingTypes,ExcludeFromSalarySlipTemplate,Exclude From Salary Slip Template,0
4522,pay_SavingTypes,IncludeInPaymentList,Include In Payment List,0
4523,pay_SavingTypes,PaymentAccountNumber,Payment Account Number,0
4524,pay_SavingTypes,EmployeeGuid,Employee Guid,0
4525,pay_SavingTypes,EmployerGuid,Employer Guid,0
4526,pay_SavingTypes,EmployeeDisplayTitle,Employee Display Title,0
4527,pay_SavingTypes,EmployerDisplayTitle,Employer Display Title,0
4528,pay_SavingTypes,EmployeeExhibitiveGroupingLabelID,Employee Exhibitive Grouping Label ID,1
4529,pay_SavingTypes,EmployerExhibitiveGroupingLabelID,Employer Exhibitive Grouping Label ID,1
4530,pay_SavingTypes,SalarySlipSavedAmountType,Salary Slip Saved Amount Type,0
4531,pay_SavingTypes,OrginalEmployeeFactorSequenceNo,Orginal Employee Factor Sequence No,0
4532,pay_SavingTypes,OrginalEmployerFactorSequenceNo,Orginal Employer Factor Sequence No,0
4533,pay_InfrequentPaymentDetails,InfrequentPaymentID,Infrequent Payment ID,1
4534,pay_InfrequentPaymentDetails,SalarySlipDescription,Salary Slip Description,0
4535,pay_PersonnelAgent,CalculationCommandType,Calculation Command Type,0
4536,pay_PersonnelAgent,LatestModifiedDate,Latest Modified Date,0
4537,pay_TaxDisks,TaxDebitThisMonth,Tax Debit This Month,0
4538,pay_TaxDisks,TaxDebitLastMonth,Tax Debit Last Month,0
4539,pay_TaxDisks,ChequeSerialNo,Cheque Serial No,0
4540,pay_TaxDisks,PaymentAmount,Payment Amount,0
4541,pay_TaxDisks,PayrollCalculationCommandIds,Payroll Calculation Command Ids,0
4542,pay_TaxTypeDetails,AdjustmentType,Adjustment Type,0
4543,pay_TaxTypeDetails,WorkingPeriodLengthRatio,Working Period Length Ratio,0
4544,pay_TaxTypeDetails,ContinuitySeparation,Continuity Separation,0
4545,pay_InfrequentPayments,InfrequentPaymentTypeID,Infrequent Payment Type ID,1
4546,pay_TaxDiskHeaders,TaxDiskID,Tax Disk ID,1
4547,pay_TaxDiskHeaders,TaxGroupPostalCode,Tax Group Postal Code,0
4548,pay_ExecutiveOrgans,BankName,Bank Name,0
4549,pay_ExecutiveOrgans,TaxAccount,Tax Account,0
4550,pay_ExecutiveOrgans,RetirementAccount,Retirement Account,0
4551,pay_ExecutiveOrgans,InsuranceAccount,Insurance Account,0
4552,pay_ExecutiveOrgans,HealthCareAccount,Health Care Account,0
4553,pay_ExecutiveOrgans,OtherRetirementAccount,Other Retirement Account,0
4554,pay_ExecutiveOrgans,OtherDeductionAccount,Other Deduction Account,0
4555,pay_ExecutiveOrgans,PurePaymentAccount,Pure Payment Account,0
4556,pay_ExecutiveOrgans,UseIBAN,Use IN,0
4557,pay_ExecutiveOrgans,BankAccount,Bank Account,0
4558,pay_InfrequentPaymentTypes,PeriodicType,Periodic Type,0
4559,pay_InfrequentPaymentTypes,PaymentCalculationCommandType,Payment Calculation Command Type,0
4560,pay_TaxTypes,TaxCalculationGroupFormulaID,Tax Calculation Group Formula ID,1
4561,pay_TaxTypes,SummarizeTaxAmountAndBackyInSalarySlip,Summarize Tax Amount And Backy In Salary Slip,0
4562,pay_TaxDiskDetails,EmployementCode,Employement Code,0
4563,pay_TaxDiskDetails,EducationCode,Education Code,0
4564,pay_TaxDiskDetails,JobCategoryCode,Job Category Code,0
4565,pay_TaxDiskDetails,PayrollTemplateCode,Payroll Template Code,0
4566,pay_TaxDiskDetails,NationalityCode,Nationality Code,0
4567,pay_TaxDiskDetails,CountryName,Country Name,0
4568,pay_TaxDiskDetails,DiskColumn15,Disk Column,0
4569,pay_TaxDiskDetails,HybridColumn1,Hybrid Column,0
4570,pay_InsuranceDiskDetails,InsuranceDiskID,Insurance Disk ID,1
4571,pay_InsuranceDiskDetails,SalaryPaymentAccountNo,Salary Payment Account No,0
4572,pay_InsuranceDiskDetails,PersonnelFullName,Personnel Full Name,0
4573,pay_InsuranceDiskDetails,PersonnelFirstName,Personnel First Name,1
4574,pay_InsuranceDiskDetails,PersonnelLastName,Personnel Last Name,1
4575,pay_InsuranceDiskDetails,PersonnelFatherName,Personnel Father Name,0
4576,pay_InsuranceDiskDetails,JobFieldTitle,Job Field Title,0
4577,pay_InsuranceDiskDetails,ReligionTitle,Religion Title,0
4578,pay_InsuranceDiskDetails,NationalityTitle,Nationality Title,0
4579,pay_InsuranceDiskDetails,ActiveContractJobExternalCode,Active Contract Job External Code,0
4580,pay_InsuranceDiskDetails,WorkingDays,Working Days,0
4581,pay_InsuranceDiskDetails,WorkShopTitle_Back,Work Shop Title Back,0
4582,pay_InsuranceDiskDetails,WorkShopAddress_Back,Work Shop Address Back,1
4583,pay_InsuranceDiskDetails,WorkShopNo,Work Shop No,0
4584,pay_InsuranceDiskDetails,InsuranceContinuousEffectiveAmount,Insurance Continuous Effective Amount,0
4585,pay_InsuranceDiskDetails,InsuranceNonContinuousEffectiveAmount,Insurance Non Continuous Effective Amount,0
4586,pay_InsuranceDiskDetails,InsuranceEffectiveAmount,Insurance Effective Amount,0
4587,pay_InsuranceDiskDetails,ExtraDeductionsSummary,Extra Deductions Summary,0
4588,pay_InsuranceDiskDetails,GrossCalculationSummary,Gross Calculation Summary,0
4589,pay_InsuranceDiskDetails,CalculationSummary,Calculation Summary,0
4590,pay_InsuranceDiskDetails,EmployeeAmount,Employee Amount,0
4591,pay_InsuranceDiskDetails,EmployerAmount,Employer Amount,0
4592,pay_InsuranceDiskDetails,UnEmploymentAmount,Un Employment Amount,0
4593,pay_InsuranceDiskDetails,InsuranceTypeID,Insurance Type ID,1
4594,pay_InsuranceDiskDetails,LatestJobCode,Latest Job Code,0
4595,pay_InsuranceDiskDetails,WorkshopEpmloyerName_Back,Workshop Epmloyer Name Back,0
4596,pay_InsuranceDiskDetails,TreatyRow_Back,Treaty Row Back,0
4597,pay_InsuranceDiskDetails,NormalPayrollCalculationID,Normal Payroll Calculation ID,1
4598,pay_TaxDiskItems,ExpressionID,Expression ID,1
4599,pay_TaxDiskItems,IsAnnualItemSummary,Is Annual Item Summary,0
4600,pay_TaxDiskItems,ColumnDetailType,Column Detail Type,0
4601,pay_payrollCalculationExternalPayments,ExternalPaymentID,External Payment ID,1
4602,pay_InsuranceDisks,WorkShopTitle,Work Shop Title,0
4603,pay_InsuranceDisks,WorkShopAddress,Work Shop Address,1
4604,pay_InsuranceDisks,WorkshopEpmloyerName,Workshop Epmloyer Name,0
4605,pay_TaxDiskTotalItems,TotalPayrollCalculationCashAmount,Total Payroll Calculation Cash Amount,0
4606,pay_TaxDiskTotalItems,TotalPayrollCalculationAmount,Total Payroll Calculation Amount,0
4607,pay_TaxDiskTotalItems,TotalSuspendedTaxAmount,Total Suspended Tax Amount,0
4608,pay_TaxDiskTotalItems,TotalDebitedTaxAmount,Total Debited Tax Amount,0
4609,pay_TaxDiskTotalItems,TotalPersonnelCount,Total Personnel Count,0
4610,pay_TaxDiskTotalItems,TotalForeignerPersonnelCount,Total Foreigner Personnel Count,0
4611,pay_TaxDiskTotalItems,BankNameCode,Bank Name Code,0
4612,pay_TaxDiskTotalItems,TaxGroupTitle,Tax Group Title,0
4613,pay_TaxDiskTotalItems,OrganizationAccountNo,Organization Account No,0
4614,pay_TaxDiskTotalItems,PaymentChequeAmount,Payment Cheque Amount,0
4615,pay_MinimumPaymentTypes,MinimumPaymentAmount,Minimum Payment Amount,0
4616,pay_MinimumPaymentTypes,CurrentSalarySlipCaption,Current Salary Slip Caption,0
4617,pay_MinimumPaymentTypes,RecentSalarySlipCaption,Recent Salary Slip Caption,0
4618,pay_InsuranceTypeCalcs,InsuranceTypeFactorID,Insurance Type Factor ID,1
4619,pay_InsuranceTypeCalcs,InsuranceTypeDetailID,Insurance Type Detail ID,1
4620,pay_TimeRecordsImportLocks,TimeKeeperIds,Time Keeper Ids,0
4621,pay_DisksCodesManagement,DetailSubID,Detail Sub ID,1
4622,pay_DisksCodesManagement,DetailGuid,Detail Guid,0
4623,pay_PayrollCalculationMinimumPayments,RecentAmount,Recent Amount,0
4624,pay_PayrollCalculationMinimumPayments,CurrentAmount,Current Amount,0
4625,pay_FinancialSettingDetailExtraAccountCodes,FinancialSettingDetailID,Financial Setting Detail ID,1
4626,pay_FinancialSettingDetailExtraAccountCodes,AccountType,Account Type,0
4627,pay_InsuranceTypeDetails,MinimumLimitType,Minimum Limit Type,0
4628,pay_InsuranceTypeDetails,MinimumLimit29Days,Minimum Limit Days,0
4629,pay_InsuranceTypeDetails,CalculateMaximumLimitBasedOnPresenceDayCount,Calculate Maximum Limit Based On Presence Day Count,0
4630,pay_InsuranceTypeDetails,CalculateMinimumLimitBasedOnPresenceDayCount,Calculate Minimum Limit Based On Presence Day Count,0
